Type,Vertices,Connectivity
Cube,"(0.0,); (0.0,); (0.0,); (2.7705829206859582,); (0.0,); (0.0,); (2.7705829206859582,); (3.231531444645668,); (0.0,); (0.0,); (3.231531444645668,); (0.0,); (0.0,); (0.0,); (2.716618221183027,); (2.7705829206859582,); (0.0,); (2.716618221183027,); (2.7705829206859582,); (3.231531444645668,); (2.716618221183027,); (0.0,); (3.231531444645668,); (2.716618221183027,)","(0,); (1,); (2,); (0,); (2,); (3,); (4,); (5,); (6,); (4,); (6,); (7,); (0,); (4,); (7,); (0,); (7,); (3,); (1,); (5,); (6,); (1,); (6,); (2,); (0,); (1,); (5,); (0,); (5,); (4,); (2,); (3,); (7,); (2,); (7,); (6,)"
